ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2024   32  -0.31  -0.36  -0.41  -1.56  -3.58  -4.96  -5.10  -3.43  -5.03  -0.96  -0.33  -0.32    1     
2025   32  -0.32  -0.37  -0.42  -1.60  -3.68  -5.11  -5.24  -3.53  -5.17  -0.98  -0.33  -0.32    1     
2026   32  -0.32  -0.37  -0.43  -1.64  -3.78  -5.25  -5.39  -3.63  -5.32  -1.00  -0.34  -0.32    1     
2022   33   0.00   0.00   0.00   0.00   0.00 -47.42 -50.08 -52.94 -45.15 -17.21  -6.59  -5.61    1     Usos_Consuntivos - SAO SIMAO
2023   33  -8.31  -6.62 -13.99 -24.10 -35.76 -48.84 -51.58 -54.53 -46.49 -17.66  -6.69  -5.68    1     
2024   33  -8.47  -6.72 -14.32 -24.74 -36.77 -50.25 -53.08 -56.12 -47.83 -18.10  -6.80  -5.76    1     
2025   33  -8.62  -6.82 -14.65 -25.39 -37.78 -51.66 -54.58 -57.71 -49.17 -18.54  -6.90  -5.83    1     
2026   33  -8.77  -6.92 -14.98 -26.03 -38.78 -53.07 -56.07 -59.30 -50.51 -18.98  -7.00  -5.90    1     
2022   37   0.00   0.00   0.00   0.00   0.00  17.25  17.33  17.25  17.69  17.69  16.87  17.60    1     Usos_Consuntivos - BARRA BONITA
2023   37  17.67  17.63  17.60  17.32  17.52  16.90  16.97  16.90  17.33  17.33  16.51  17.24    1     
2024   37  17.32  17.27  17.24  16.97  17.16  16.55  16.62  16.56  16.98  16.98  16.16  16.88    1     
2025   37  16.97  16.93  16.89  16.62  16.82  16.21  16.27  16.21  16.63  16.63  15.82  16.53    1     
2026   37  16.62  16.59  16.54  16.27  16.48  15.87  15.92  15.86  16.28  16.28  15.48  16.18    1     
2022   37   0.00   0.00   0.00   0.00   0.00 -55.03 -56.08 -56.12 -53.29 -48.65 -58.95 -47.93    1     Usos_Consuntivos - BARRA BONITA
2023   37 -50.00 -47.97 -48.78 -54.77 -49.42 -55.20 -56.25 -56.29 -53.46 -48.84 -59.12 -48.12    1     
2024   37 -50.18 -48.15 -48.96 -54.95 -49.60 -55.37 -56.42 -56.46 -53.64 -49.02 -59.28 -48.31    1     
2025   37 -50.36 -48.34 -49.15 -55.12 -49.78 -55.54 -56.59 -56.63 -53.81 -49.21 -59.45 -48.50    1     
2026   37 -50.54 -48.52 -49.33 -55.29 -49.97 -55.71 -56.76 -56.80 -53.99 -49.39 -59.61 -48.68    1     
