NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
 253 GTMIN    35.99 10 2024 10 2024  
 253 IPTER     1.67 11 2024 11 2024  
 253 GTMIN    35.92 11 2024 11 2024  
 253 IPTER     0.81 12 2024 12 2024  
 253 GTMIN    35.99 12 2024 12 2024  
 253 IPTER     1.61  1 2025  1 2025  
 253 GTMIN    35.94  1 2025  1 2025  
 253 IPTER     0.89  2 2025  2 2025  
 253 GTMIN    35.99  2 2025  3 2025  
 253 IPTER     0.81  3 2025  3 2025  
 253 IPTER     2.50  4 2025  4 2025  
 253 GTMIN    35.62  4 2025  4 2025  
 253 IPTER     2.42  5 2025  5 2025  
 253 GTMIN    35.65  5 2025  5 2025  
 253 IPTER     0.00  6 2025  6 2025  
 253 GTMIN    35.99  6 2025  6 2025  
 253 IPTER     2.42  7 2025  8 2025  
 253 GTMIN    35.65  7 2025  8 2025  
 253 IPTER     0.83  9 2025  9 2025  
 253 GTMIN    35.99  9 2025 12 2025  
 253 IPTER     0.00 10 2025 10 2025  
 253 IPTER     0.83 11 2025 11 2025  
 253 IPTER     0.00 12 2025 12 2025  
 334 POTEF   177.12  6 2022          W. ARJONA
 334 FCMAX     0.00  6 2022  6 2026  
 334 FCMAX    90.00  7 2026          
 334 IPTER     3.49  7 2026          
 334 TEIFT     2.50  7 2026          
 108 POTEF    53.58  6 2022          XAVANTES
 108 FCMAX    99.86  6 2022  7 2022  
 108 TEIFT     0.00  6 2022  7 2022  
 108 FCMAX    99.99  8 2022          
  48 POTEF   484.15  6 2022          ARAUCARIA
  48 FCMAX     0.00  6 2022          
 254 POTEF    10.32  8 2022 12 2025  B. BONITA I
 254 GTMIN     3.70  8 2022 12 2025  
 237 POTEF    50.00  5 2024          CAMBARA
 237 GTMIN    20.00  5 2024          
 156 POTEF   350.00  6 2022          CANDIOTA 3
 156 FCMAX    91.67  6 2022  6 2022  
 156 TEIFT     0.00  6 2022  7 2022  
 156 GTMIN   210.00  6 2022 12 2022  
 156 FCMAX    99.76  7 2022  7 2022  
 156 FCMAX   100.00  8 2022          
 156 IPTER    74.19  1 2023  1 2023  
 156 GTMIN    69.16  1 2023  1 2023  
 156 IPTER    28.57  2 2023  2 2023  
 156 GTMIN   191.43  2 2023  2 2023  
 156 IPTER     0.00  3 2023 12 2023  
 156 GTMIN   210.00  3 2023 12 2023  
 156 IPTER    77.42  1 2024  1 2024  
 156 GTMIN    60.51  1 2024  1 2024  
 156 IPTER    24.14  2 2024  2 2024  
 156 GTMIN   203.31  2 2024  2 2024  
 156 IPTER     0.00  3 2024 12 2024  
 156 GTMIN   210.00  3 2024          
  64 POTEF   248.57  6 2022          CANOAS
  64 FCMAX    97.80  6 2022  7 2022  
  64 TEIFT     0.00  6 2022  7 2022  
  64 FCMAX   100.00  8 2022          
 169 POTEF     4.00  6 2022          CISFRAMA
 169 FCMAX    75.00  6 2022  7 2022  
 169 TEIFT     0.00  6 2022  7 2022  
 169 GTMIN     1.70  6 2022          
 169 FCMAX    90.00  8 2022          
  28 POTEF    20.00  6 2022          FIGUEIRA
  28 FCMAX     0.00  6 2022          
  26 POTEF   100.00  6 2022          J.LACERDA A1
  26 FCMAX    80.00  6 2022          
  26 TEIFT     0.00  6 2022  7 2022  
  26 GTMIN    79.99  6 2022  7 2022  
  26 GTMIN    59.70  8 2022  9 2022  
  26 GTMIN    40.00 10 2022 10 2022  
  26 GTMIN    29.84 11 2022 11 2022  
  26 GTMIN    40.00 12 2022 12 2022  
  26 GTMIN    44.33  6 2023 12 2023  
  26 GTMIN    44.33  6 2024 12 2024  
  26 GTMIN    44.33  6 2025 12 2025  
  26 GTMIN    44.33  6 2026          
  27 POTEF   132.00  6 2022          J.LACERDA A2
  27 FCMAX    56.95  6 2022  6 2022  
  27 TEIFT     0.00  6 2022  7 2022  
  27 GTMIN    55.00  6 2022  6 2022  
  27 FCMAX    41.67  7 2022  7 2022  
  27 GTMIN    54.99  7 2022  7 2022  
  27 FCMAX    83.33  8 2022          
  27 GTMIN    55.00  8 2022  8 2022  
  27 GTMIN    95.63  9 2022 12 2022  
  27 GTMIN    78.30  6 2023 12 2023  
  27 GTMIN    78.30  6 2024 12 2024  
  27 GTMIN    78.30  6 2025 12 2025  
  27 GTMIN    78.30  6 2026          
  25 POTEF   262.00  6 2022          J.LACERDA B
  25 FCMAX    83.97  6 2022          
  25 TEIFT     0.00  6 2022  7 2022  
  25 GTMIN   219.99  6 2022  7 2022  
  25 GTMIN   199.91  8 2022 12 2022  
  25 GTMIN   162.31  6 2023 12 2023  
  25 GTMIN   162.31  6 2024 12 2024  
  25 GTMIN   162.31  6 2025 12 2025  
  25 GTMIN   162.31  6 2026          
  24 POTEF   363.00  6 2022          J.LACERDA C
  24 FCMAX    90.91  6 2022          
  24 TEIFT     0.00  6 2022  7 2022  
  24 GTMIN   329.99  6 2022  7 2022  
  24 GTMIN   304.24  8 2022 12 2022  
  24 GTMIN   241.45  1 2023  1 2023  
  24 GTMIN   241.45  6 2023  1 2024  
  24 GTMIN   241.45  6 2024  1 2025  
  24 GTMIN   241.45  6 2025  1 2026  
  24 GTMIN   241.45  6 2026          
 107 POTEF   345.00  6 2022          PAMPA SUL
 107 FCMAX    94.29  6 2022  6 2022  
 107 TEIFT     0.00  6 2022  7 2022  
 107 GTMIN   298.00  6 2022  7 2022  
 107 FCMAX   100.00  7 2022          
 107 GTMIN   292.41  8 2022 11 2022  
 107 GTMIN   170.00  1 2023          
 255 POTEF   100.20  7 2022 12 2025  RE TG1000201
 255 FCMAX     0.00  7 2022 12 2025  
 149 POTEF     8.00  6 2022          SAO SEPE
 149 FCMAX    82.13  6 2022  6 2022  
 149 TEIFT     0.00  6 2022  7 2022  
 149 FCMAX    99.63  7 2022  7 2022  
 149 FCMAX    90.00  8 2022          
 258 POTEF    28.02  7 2026          TROMBUDO
  35 POTEF   639.90  6 2022          URUGUAIANA
  35 FCMAX     0.00  6 2022          
 109 POTEF    13.12  6 2022          ALTOS
 109 FCMAX     0.00  6 2022          
 111 POTEF    11.48  6 2022          ARACATI
 111 FCMAX     0.00  6 2022          
 166 POTEF   150.00  6 2022          AREMBEPE
 166 FCMAX    82.00  6 2022  7 2022  
 166 TEIFT     0.00  6 2022  7 2022  
 166 FCMAX   100.00  8 2022 12 2023  
 166 IPTER     0.00  1 2023  7 2023  
 166 IPTER     2.58  8 2023  8 2023  
 166 IPTER     2.00  9 2023  9 2023  
 166 IPTER     2.58 10 2023 10 2023  
 166 IPTER     2.67 11 2023 11 2023  
 166 IPTER     0.00 12 2023 12 2023  
 166 FCMAX     0.00  1 2024          
 112 POTEF    30.97  6 2022          BAHIA I
 112 FCMAX    77.50  6 2022  7 2022  
 112 TEIFT     0.00  6 2022  7 2022  
 112 FCMAX   100.00  8 2022 12 2025  
 112 IPTER    32.61  1 2023  1 2023  
 112 IPTER     0.00  2 2023 12 2023  
 112 FCMAX     0.00  1 2026          
 113 POTEF    11.48  6 2022          BATURITE
 113 FCMAX     0.00  6 2022          
 235 POTEF   144.00  7 2023          CAMACARI MII
  52 POTEF   169.08  6 2022          CAMPINA GDE
  52 FCMAX    96.94  6 2022  6 2022  
  52 TEIFT     0.00  6 2022  7 2022  
  52 FCMAX    99.95  7 2022  7 2022  
  52 FCMAX   100.00  8 2022 12 2024  
  52 FCMAX     0.00  1 2025          
 117 POTEF    13.12  6 2022          CAMPO MAIOR
 117 FCMAX     0.00  6 2022          
 119 POTEF    14.76  6 2022          CAUCAIA
 119 FCMAX     0.00  6 2022          
 121 POTEF    13.12  6 2022          CRATO
 121 FCMAX     0.00  6 2022          
 125 POTEF    14.76  6 2022          ENGUIA PECEM
 125 FCMAX     0.00  6 2022          
 106 POTEF    16.79  6 2022          ERB CANDEIAS
 106 FCMAX    65.52  6 2022  7 2022  
 106 TEIFT     0.00  6 2022  7 2022  
 106 GTMIN     4.00  6 2022  8 2023  
 106 FCMAX    76.83  8 2022          
 106 IPTER     0.00  1 2023  4 2023  
 106 IPTER    16.13  5 2023  5 2023  
 106 IPTER     0.00  6 2023  8 2023  
 106 IPTER   100.00  9 2023  9 2023  
 106 IPTER     0.00 10 2023  4 2024  
 106 GTMIN     4.00 10 2023  8 2024  
 106 IPTER    16.13  5 2024  5 2024  
 106 IPTER     0.00  6 2024  8 2024  
 106 IPTER   100.00  9 2024  9 2024  
 106 IPTER     0.00 10 2024  4 2025  
 106 GTMIN     4.00 10 2024  8 2025  
 106 IPTER    16.13  5 2025  5 2025  
 106 IPTER     0.00  6 2025  8 2025  
 106 IPTER   100.00  9 2025  9 2025  
 106 IPTER     0.00 10 2025  4 2026  
 106 GTMIN     4.00 10 2025  8 2026  
 106 IPTER    16.13  5 2026  5 2026  
 106 IPTER     0.00  6 2026  8 2026  
 106 IPTER   100.00  9 2026  9 2026  
 106 IPTER     0.00 10 2026          
 106 GTMIN     4.00 10 2026          
  42 POTEF   326.60  6 2022          FORTALEZA
  42 FCMAX   100.00  6 2022          
  42 TEIFT     0.00  6 2022  7 2022  
  42 GTMIN   223.00  1 2023          
  53 POTEF   148.80  6 2022          GLOBAL I
  53 FCMAX    96.77  6 2022  7 2022  
  53 TEIFT     0.00  6 2022  7 2022  
  53 FCMAX   100.00  8 2022 12 2024  
  53 IPTER    17.31  1 2023  1 2023  
  53 IPTER    33.33  2 2023  2 2023  
  53 IPTER    19.35  3 2023  3 2023  
  53 IPTER    31.11  4 2023  4 2023  
  53 IPTER    19.35  5 2023  5 2023  
  53 IPTER    17.89  6 2023  6 2023  
  53 IPTER    19.35  7 2023  7 2023  
  53 IPTER    64.52  8 2023  8 2023  
  53 IPTER    15.56  9 2023  9 2023  
  53 IPTER     2.26 10 2023 10 2023  
  53 IPTER     0.00 11 2023 12 2023  
  53 IPTER    37.53  1 2024  1 2024  
  53 IPTER    24.02  2 2024  2 2024  
  53 IPTER    17.31  3 2024  3 2024  
  53 IPTER    20.22  4 2024  4 2024  
  53 IPTER     2.26  5 2024  5 2024  
  53 IPTER     0.00  6 2024 12 2024  
  53 FCMAX     0.00  1 2025          
  55 POTEF   148.80  6 2022          GLOBAL II
  55 FCMAX    96.77  6 2022  7 2022  
  55 TEIFT     0.00  6 2022  7 2022  
  55 FCMAX   100.00  8 2022 12 2024  
  55 IPTER     0.00  1 2023  4 2023  
  55 IPTER    19.35  5 2023  5 2023  
  55 IPTER    20.00  6 2023  6 2023  
  55 IPTER    15.05  7 2023  8 2023  
  55 IPTER    66.67  9 2023  9 2023  
  55 IPTER    45.16 10 2023 10 2023  
  55 IPTER    31.11 11 2023 11 2023  
  55 IPTER    34.62 12 2023 12 2023  
  55 IPTER     5.16  1 2024  1 2024  
  55 IPTER     7.93  2 2024  2 2024  
  55 IPTER     4.52  3 2024  3 2024  
  55 IPTER     2.33  4 2024  4 2024  
  55 IPTER     2.26  5 2024  5 2024  
  55 IPTER     0.00  6 2024 12 2024  
  55 FCMAX     0.00  1 2025          
 127 POTEF    14.76  6 2022          IGUATU
 127 FCMAX     0.00  6 2022          
 133 POTEF    14.76  6 2022          JUAZEIRO N
 133 FCMAX     0.00  6 2022          
  57 POTEF   168.00  6 2022          MARACANAU I
  57 FCMAX    83.93  6 2022  7 2022  
  57 TEIFT     0.00  6 2022  7 2022  
  57 FCMAX    97.62  8 2022          
 135 POTEF    13.12  6 2022          MARAMBAIA
 135 FCMAX     0.00  6 2022          
 164 POTEF   147.16  6 2022          MURICY
 164 FCMAX    92.42  6 2022  7 2022  
 164 TEIFT     0.00  6 2022  7 2022  
 164 FCMAX   100.00  8 2022 12 2023  
 164 IPTER     0.00  1 2023  9 2023  
 164 IPTER     2.00 10 2023 10 2023  
 164 IPTER     2.09 11 2023 11 2023  
 164 IPTER     2.02 12 2023 12 2023  
 164 FCMAX     0.00  1 2024          
 138 POTEF    13.12  6 2022          NAZARIA
 138 FCMAX     0.00  6 2022          
 167 POTEF   720.28  6 2022          P. PECEM I
 167 FCMAX    99.96  6 2022          
 167 TEIFT     0.00  6 2022  7 2022  
 163 POTEF   365.00  6 2022          P. PECEM II
 163 FCMAX   100.00  6 2022  6 2022  
 163 TEIFT     0.00  6 2022  7 2022  
 163 FCMAX    25.55  7 2022  7 2022  
 163 FCMAX   100.00  8 2022          
 224 POTEF  1593.20  6 2022          P. SERGIPE I
 224 FCMAX    99.34  6 2022  6 2022  
 224 TEIFT     0.00  6 2022  9 2022  
 224 FCMAX   100.00  7 2022          
 160 POTEF    94.08  6 2022          PAU FERRO I
 160 FCMAX    99.91  6 2022  7 2022  
 160 TEIFT     0.00  6 2022  7 2022  
 160 FCMAX   100.00  8 2022          
 162 POTEF   144.00  7 2023          PECEM II
  98 POTEF   200.79  6 2022          PERNAMBU_III
  98 FCMAX    87.16  6 2022  7 2022  
  98 TEIFT     0.00  6 2022  7 2022  
  98 FCMAX    99.98  8 2022          
 144 POTEF   136.20  6 2022          PETROLINA
 144 FCMAX    87.85  6 2022  6 2022  
 144 TEIFT     0.00  6 2022  7 2022  
 144 FCMAX    93.11  7 2022  7 2022  
 144 FCMAX    96.92  8 2022          
 259 POTEF  1571.89  7 2026          PORTOCEM I
 151 POTEF    53.12  6 2022          POTIGUAR
 151 FCMAX    94.13  6 2022  7 2022  
 151 TEIFT     0.00  6 2022  7 2022  
 151 FCMAX   100.00  8 2022 12 2023  
 151 IPTER     6.45  1 2023  1 2023  
 151 IPTER     0.00  2 2023  2 2023  
 151 IPTER     6.45  3 2023  3 2023  
 151 IPTER     0.00  4 2023  4 2023  
 151 IPTER     6.45  5 2023  5 2023  
 151 IPTER     0.00  6 2023  6 2023  
 151 IPTER     6.45  7 2023  7 2023  
 151 IPTER     0.00  8 2023  8 2023  
 151 IPTER     6.67  9 2023  9 2023  
 151 IPTER     0.00 10 2023 10 2023  
 151 IPTER     6.67 11 2023 11 2023  
 151 IPTER     0.00 12 2023 12 2023  
 151 FCMAX     0.00  1 2024          
 161 POTEF    66.40  6 2022          POTIGUAR III
 161 FCMAX    82.83  6 2022  7 2022  
 161 TEIFT     0.00  6 2022  7 2022  
 161 FCMAX    82.50  8 2022 12 2023  
 161 IPTER     9.68  1 2023  1 2023  
 161 IPTER     0.00  2 2023  2 2023  
 161 IPTER     9.68  3 2023  3 2023  
 161 IPTER     0.00  4 2023  4 2023  
 161 IPTER     9.68  5 2023  5 2023  
 161 IPTER     0.00  6 2023  6 2023  
 161 IPTER     9.68  7 2023  7 2023  
 161 IPTER     0.00  8 2023  8 2023  
 161 IPTER    10.00  9 2023  9 2023  
 161 IPTER     0.00 10 2023 10 2023  
 161 IPTER    10.00 11 2023 11 2023  
 161 IPTER     0.00 12 2023 12 2023  
 161 FCMAX     0.00  1 2024          
 223 POTEF    55.99  7 2023          PROSPERI III
 241 POTEF    37.44  2 2024          PROSPERID II
 147 POTEF    28.02  6 2022          PROSPERIDADE
 147 FCMAX    99.92  6 2022  7 2022  
 147 TEIFT     0.00  6 2022  7 2022  
 147 GTMIN     1.25  6 2022 12 2022  
 147 FCMAX   100.00  8 2022          
 147 IPTER     0.00  1 2023  3 2023  
 147 IPTER     1.11  4 2023  4 2023  
 147 IPTER     1.08  5 2023  5 2023  
 147 IPTER     1.11  6 2023  6 2023  
 147 IPTER     2.15  7 2023  8 2023  
 147 IPTER     2.22  9 2023  9 2023  
 147 IPTER     1.08 10 2023 10 2023  
 147 IPTER     1.11 11 2023 11 2023  
 147 IPTER     1.08 12 2023 12 2023  
 147 IPTER     0.00  1 2024  2 2024  
 147 IPTER    23.66  3 2024  3 2024  
 147 IPTER    24.44  4 2024  4 2024  
 147 IPTER     0.00  5 2024  6 2024  
 147 IPTER    24.73  7 2024  7 2024  
 147 IPTER     1.08  8 2024  8 2024  
 147 IPTER     0.00  9 2024  9 2024  
 147 IPTER     1.08 10 2024 10 2024  
 147 IPTER     2.22 11 2024 11 2024  
 147 IPTER     2.15 12 2024  1 2025  
 147 IPTER     1.19  2 2025  2 2025  
 147 IPTER     0.00  3 2025  4 2025  
 147 IPTER     1.08  5 2025  5 2025  
 147 IPTER     0.00  6 2025  6 2025  
 147 IPTER     6.45  7 2025  7 2025  
 147 IPTER     5.38  8 2025  8 2025  
 147 IPTER     0.00  9 2025  9 2025  
 147 IPTER     6.45 10 2025 10 2025  
 147 IPTER     1.11 11 2025 11 2025  
 147 IPTER     0.00 12 2025 12 2025  
 147 IPTER     1.08  1 2026  1 2026  
 147 IPTER     7.14  2 2026  2 2026  
 147 IPTER     0.00  3 2026  4 2026  
 147 IPTER     6.45  5 2026  5 2026  
 147 IPTER     0.00  6 2026  6 2026  
 147 IPTER     7.53  7 2026  7 2026  
 147 IPTER     1.08  8 2026  8 2026  
 147 IPTER     0.00  9 2026  9 2026  
 147 IPTER     1.08 10 2026 10 2026  
 147 IPTER     0.00 11 2026          
 170 POTEF   381.26  6 2022          SUAPE II
 170 TEIFT     0.00  6 2022  7 2022  
 170 IPTER    21.06  1 2023  1 2023  
 170 IPTER    10.71  2 2023  2 2023  
 170 IPTER    13.09  3 2023  3 2023  
 170 IPTER    10.00  4 2023  4 2023  
 170 IPTER    10.82  5 2023  5 2023  
 170 IPTER     6.47  6 2023  6 2023  
 170 IPTER     1.90  7 2023  7 2023  
 170 IPTER    10.63  8 2023  8 2023  
 170 IPTER     6.27  9 2023  9 2023  
 170 IPTER    10.63 10 2023 10 2023  
 170 IPTER     4.12 11 2023 11 2023  
 170 IPTER     3.42 12 2023 12 2023  
 170 IPTER     7.40  1 2024  1 2024  
 170 IPTER     6.09  2 2024  2 2024  
 170 IPTER     0.76  3 2024  3 2024  
 170 IPTER     0.39  4 2024  4 2024  
 170 IPTER     3.04  5 2024  5 2024  
 170 IPTER     0.39  6 2024  6 2024  
 170 IPTER     0.00  7 2024  7 2024  
 170 IPTER     0.38  8 2024  8 2024  
 170 IPTER     2.16  9 2024  9 2024  
 170 IPTER     0.76 10 2024 10 2024  
 170 IPTER     1.76 11 2024 11 2024  
 170 IPTER     6.83 12 2024 12 2024  
 170 IPTER     0.38  1 2025  1 2025  
 170 IPTER     0.00  2 2025  5 2025  
 170 IPTER     0.39  6 2025  6 2025  
 170 IPTER     0.38  7 2025  7 2025  
 170 IPTER     2.09  8 2025  8 2025  
 170 IPTER     0.00  9 2025  9 2025  
 170 IPTER     0.38 10 2025 10 2025  
 170 IPTER     0.39 11 2025 11 2025  
 170 IPTER     0.38 12 2025 12 2025  
 170 IPTER     2.47  1 2026  1 2026  
 170 IPTER     3.15  2 2026  2 2026  
 170 IPTER     0.00  3 2026  7 2026  
 170 IPTER     0.38  8 2026  8 2026  
 170 IPTER     2.16  9 2026  9 2026  
 170 IPTER     0.38 10 2026 10 2026  
 170 IPTER     0.39 11 2026 11 2026  
 170 IPTER     0.00 12 2026          
 221 POTEF    30.00  6 2022          SYKUE I
 221 FCMAX     0.00  6 2022          
  43 POTEF   185.90  6 2022          TERMOBAHIA
  43 FCMAX    85.48  6 2022  7 2022  
  43 TEIFT     0.00  6 2022  7 2022  
  43 FCMAX    85.50  8 2022          
 152 POTEF    49.73  6 2022          TERMOCABO
 152 FCMAX    99.95  6 2022  7 2022  
 152 TEIFT     0.00  6 2022  7 2022  
 152 FCMAX   100.00  8 2022          
  58 POTEF   223.00  6 2022          TERMOCEARA
  58 FCMAX    82.06  6 2022  7 2022  
  58 TEIFT     0.00  6 2022  7 2022  
  58 FCMAX    98.65  8 2022          
 159 POTEF   143.04  6 2022          TERMOMANAUS
 159 FCMAX    99.97  6 2022  7 2022  
 159 TEIFT     0.00  6 2022  7 2022  
 159 FCMAX   100.00  8 2022          
  67 POTEF   170.85  6 2022          TERMONE
  67 FCMAX    94.82  6 2022  7 2022  
  67 TEIFT     0.00  6 2022  7 2022  
  67 FCMAX    94.99  8 2022          
  69 POTEF   170.85  6 2022          TERMOPB
  69 FCMAX    90.14  6 2022  6 2022  
  69 TEIFT     0.00  6 2022  7 2022  
  69 FCMAX    94.67  7 2022  7 2022  
  69 FCMAX    95.00  8 2022          
  96 POTEF   532.76  6 2022  6 2026  TERMOPE
  96 FCMAX    99.99  6 2022  7 2022  
  96 TEIFT     0.00  6 2022  7 2022  
  96 GTMIN   348.80  6 2022  3 2023  
  96 FCMAX   100.00  8 2022  6 2026  
  96 IPTER     0.00  1 2023  3 2023  
  96 IPTER    64.58  4 2023  4 2023  
  96 GTMIN   183.42  4 2023  4 2023  
  96 IPTER     0.00  5 2023  5 2024  
  96 GTMIN   348.80  5 2023  5 2024  
  96 IPTER    48.43  6 2024  6 2024  
  96 GTMIN   267.06  6 2024  6 2024  
  96 IPTER    46.87  7 2024  7 2024  
  96 GTMIN   275.14  7 2024  7 2024  
  96 IPTER     0.00  8 2024  5 2025  
  96 GTMIN   348.80  8 2024  5 2025  
  96 IPTER    48.43  6 2025  6 2025  
  96 GTMIN   267.06  6 2025  6 2025  
  96 IPTER    46.87  7 2025  7 2025  
  96 GTMIN   275.14  7 2025  7 2025  
  96 IPTER     0.00  8 2025  3 2026  
  96 GTMIN   348.80  8 2025  3 2026  
  96 IPTER    48.43  4 2026  4 2026  
  96 GTMIN   267.06  4 2026  4 2026  
  96 IPTER     0.00  5 2026  6 2026  
  96 GTMIN   348.80  5 2026  6 2026  
  96 POTEF   550.00  7 2026          TERMOPE
  96 FCMAX    96.86  7 2026          
  96 IPTER     6.08  7 2026          
  96 TEIFT     1.37  7 2026          
  83 POTEF   367.90  6 2022          VALE DO ACU
  83 FCMAX    84.26  6 2022  7 2022  
  83 TEIFT     0.00  6 2022  7 2022  
  83 FCMAX    84.30  8 2022          
 201 POTEF   166.00  6 2022          APARECIDA
 201 FCMAX    86.99  6 2022  6 2022  
 201 TEIFT     0.00  6 2022  7 2022  
 201 GTMIN    75.00  6 2022  7 2025  
 201 FCMAX    96.90  7 2022  7 2022  
 201 FCMAX   100.00  8 2022          
 201 GTMIN   117.79  8 2025 12 2025  
 201 GTMIN    75.00  1 2026  1 2026  
 201 GTMIN    77.75  2 2026  2 2026  
 201 GTMIN   117.79  3 2026  3 2026  
 201 GTMIN    75.00  4 2026  4 2026  
 201 GTMIN    96.65  5 2026  5 2026  
 201 GTMIN    75.00  6 2026  6 2026  
 201 GTMIN    81.91  7 2026  7 2026  
 201 GTMIN   117.79  8 2026  8 2026  
 201 GTMIN   110.97  9 2026  9 2026  
 201 GTMIN   117.79 10 2026          
 260 POTEF   295.43  7 2026          AZULAO
 203 POTEF    85.38  6 2022          C. ROCHA
 203 FCMAX    76.13  6 2022  7 2022  
 203 TEIFT     0.00  6 2022  7 2022  
 203 GTMIN    64.99  6 2022  7 2022  
 203 FCMAX   100.00  8 2022  5 2025  
 203 IPTER    20.72  8 2022  5 2025  
 203 GTMIN    67.00  8 2022  5 2025  
 203 FCMAX     0.00  6 2025          
  73 POTEF   165.87  6 2022          GERAMAR I
  73 FCMAX    95.98  6 2022  7 2022  
  73 TEIFT     0.00  6 2022  7 2022  
  73 FCMAX    96.00  8 2022          
  70 POTEF   165.87  6 2022          GERAMAR II
  70 FCMAX    95.98  6 2022  7 2022  
  70 TEIFT     0.00  6 2022  7 2022  
  70 FCMAX    96.00  8 2022          
 204 POTEF    75.48  6 2022          JARAQUI
 204 FCMAX    81.87  6 2022  6 2022  
 204 TEIFT     0.00  6 2022  7 2022  
 204 GTMIN    61.78  6 2022  6 2022  
 204 FCMAX    83.47  7 2022  7 2022  
 204 GTMIN    62.99  7 2022  4 2025  
 204 FCMAX    86.95  8 2022  4 2025  
 204 FCMAX     0.00  5 2025          
 205 POTEF    73.40  6 2022          MANAUARA
 205 FCMAX    87.19  6 2022  7 2022  
 205 TEIFT     0.00  6 2022  7 2022  
 205 GTMIN    63.99  6 2022  7 2022  
 205 FCMAX   100.00  8 2022          
 205 IPTER     0.39  8 2022          
 205 GTMIN    71.28  8 2022          
 436 POTEF     1.12  6 2022 12 2022  MARAN IV L22
 436 FCMAX   100.00  6 2022 12 2022  
 436 TEIFT     0.00  6 2022  7 2022  
 437 POTEF   336.48  6 2022 12 2022  MARAN IV L7
 437 FCMAX    98.44  6 2022  6 2022  
 437 TEIFT     0.00  6 2022  7 2022  
 437 FCMAX    98.45  7 2022  7 2022  
 437 FCMAX   100.00  8 2022 12 2022  
 421 POTEF     1.10  6 2022 12 2022  MARAN V L22
 421 FCMAX   100.00  6 2022 12 2022  
 421 TEIFT     0.00  6 2022  7 2022  
 422 POTEF   336.50  6 2022 12 2022  MARAN V L7
 422 FCMAX    98.44  6 2022  6 2022  
 422 TEIFT     0.00  6 2022  7 2022  
 422 FCMAX    98.45  7 2022  7 2022  
 422 FCMAX   100.00  8 2022 12 2022  
 212 POTEF   518.80  6 2022          MARANHAO III
 212 FCMAX    97.69  6 2022  6 2022  
 212 TEIFT     0.00  6 2022  7 2022  
 212 GTMIN   483.00  6 2022 11 2022  
 212 FCMAX    97.67  7 2022  7 2022  
 212 FCMAX   100.00  8 2022          
 212 GTMIN   480.82  6 2023 11 2023  
 212 GTMIN   480.82  6 2024 11 2024  
 212 GTMIN   480.82  6 2025 11 2025  
 212 GTMIN   480.82  6 2026 11 2026  
  36 POTEF   337.60  1 2023          MARANHAO IV
  21 POTEF   337.60  1 2023          MARANHAO V
 140 POTEF   590.75  6 2022          MAUA 3
 140 FCMAX    62.79  6 2022  6 2022  
 140 TEIFT     0.00  6 2022  7 2022  
 140 GTMIN   264.00  6 2022  9 2022  
 140 FCMAX    98.89  7 2022  7 2022  
 140 FCMAX    98.69  8 2022          
 140 GTMIN   282.72 10 2022 10 2022  
 140 GTMIN   264.00 11 2022  2 2023  
 140 GTMIN   295.45  3 2023  3 2023  
 140 GTMIN   264.00  4 2023  4 2023  
 140 GTMIN   267.83  5 2023  5 2023  
 140 GTMIN   264.00  6 2023  7 2023  
 140 GTMIN   298.79  8 2023  8 2023  
 140 GTMIN   264.00  9 2023  9 2023  
 140 GTMIN   318.00 10 2023 10 2023  
 140 GTMIN   323.78 11 2023 11 2023  
 140 GTMIN   283.52 12 2023 12 2023  
 140 GTMIN   264.00  1 2024  2 2024  
 140 GTMIN   315.15  3 2024  3 2024  
 140 GTMIN   264.35  4 2024  4 2024  
 140 GTMIN   268.59  5 2024  5 2024  
 140 GTMIN   264.00  6 2024  9 2024  
 140 GTMIN   349.92 10 2024 10 2024  
 140 GTMIN   336.61 11 2024 11 2024  
 140 GTMIN   301.48 12 2024 12 2024  
 140 GTMIN   296.25  1 2025  1 2025  
 140 GTMIN   301.43  2 2025  2 2025  
 140 GTMIN   380.90  3 2025  3 2025  
 140 GTMIN   321.50  4 2025  4 2025  
 140 GTMIN   478.67  5 2025  5 2025  
 140 GTMIN   474.87  6 2025  6 2025  
 140 GTMIN   488.87  7 2025  7 2025  
 140 GTMIN   491.59  8 2025 12 2025  
 140 GTMIN   491.03  1 2026  1 2026  
 140 GTMIN   491.59  2 2026  3 2026  
 140 GTMIN   484.44  4 2026  4 2026  
 140 GTMIN   491.59  5 2026  5 2026  
 140 GTMIN   474.79  6 2026  6 2026  
 140 GTMIN   491.59  7 2026          
 446 POTEF    26.96  6 2022 12 2022  N.VEN 2 L22
 446 FCMAX   100.00  6 2022 12 2022  
 446 TEIFT     0.00  6 2022  7 2022  
 447 POTEF   151.25  6 2022 12 2022  N.VEN 2 L7
 447 FCMAX    97.73  6 2022  6 2022  
 447 TEIFT     0.00  6 2022  7 2022  
 447 FCMAX    97.75  7 2022  7 2022  
 447 FCMAX   100.00  8 2022 12 2022  
  46 POTEF   178.21  1 2023 12 2024  N.VENECIA 2
  46 FCMAX    99.99  1 2023 12 2024  
  46 POTEF   270.47  1 2025          N.VENECIA 2
  46 FCMAX   100.00  1 2025          
  46 IPTER     6.44  1 2025          
  46 TEIFT     6.05  1 2025          
