 POST        USINA       JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXXXX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX
MESPLAN =    6     ANOPLAN = 2022
  203                  62.00     47.00     29.00     72.00     51.00     11.00      6.00      7.00      7.00     13.00     16.00     40.00
  204                1363.00   1460.00   2400.00   2890.00   2316.00   2085.00   1476.00   1034.00    625.00    395.00    440.00    798.00
  205                 257.00    228.00    149.00     84.00     60.00     51.00     38.00     29.00     27.00     33.00     92.00    152.00
  206                 607.00    807.00    371.00    269.00    182.00     83.00     68.00     64.00     52.00    118.00    166.00    202.00
  207                 608.00    808.00    374.00    270.00    183.00     84.00     69.00     64.00     52.00    118.00    167.00    203.00
  209                 731.00    828.00    570.00    295.00    200.00    181.00    138.00    109.00     89.00    129.00    278.00    493.00
  211                 644.00    624.00    277.00    251.00    158.00    105.00     81.00     76.00     75.00    213.00    184.00    305.00
  215                  73.00     41.00    209.00    233.00    796.00    322.00    162.00    101.00    472.00    324.00    107.00     55.00
  216                  93.00     84.00    238.00    229.00    920.00    216.00    180.00     76.00    325.00    382.00    202.00     98.00
  217                 187.00    158.00    526.00    610.00   1999.00    648.00    459.00    245.00    971.00    852.00    383.00    194.00
  220                   9.00      8.00     34.00    137.00    193.00    120.00     75.00     33.00     98.00    157.00     43.00     11.00
  222                 406.00    457.00   1131.00   1989.00   1852.00    394.00    471.00    378.00    595.00   2084.00    840.00    288.00
  225                 379.00    476.00    511.00    376.00    187.00     75.00     40.00     25.00     20.00     31.00     76.00    213.00
  226                 161.00    167.00    171.00    161.00    151.00    147.00    145.00    143.00    143.00    145.00    148.00    155.00
  227                1516.00   1496.00   1681.00   1144.00    701.00    540.00    446.00    374.00    344.00    418.00    873.00   1260.00
  228                1665.00   1623.00   1846.00   1270.00    771.00    594.00    490.00    410.00    376.00    455.00    939.00   1365.00
  229                4837.00   4730.00   5123.00   4422.00   2050.00   1179.00    786.00    578.00    521.00    638.00   1979.00   3625.00
  230                4873.00   4748.00   5151.00   4469.00   2079.00   1189.00    791.00    580.00    522.00    638.00   1971.00   3625.00
  237                 656.00    713.00    451.00    207.00    164.00    166.00    148.00    148.00    133.00    238.00    231.00    288.00
  238                 698.00    866.00    514.00    262.00    203.00    194.00    172.00    171.00    156.00    261.00    266.00    320.00
  239                 806.00   1126.00    637.00    366.00    278.00    247.00    219.00    218.00    200.00    309.00    331.00    386.00
  240                 824.00   1296.00    684.00    412.00    305.00    280.00    244.00    245.00    238.00    346.00    371.00    430.00
  241                 181.00    198.00    181.00    147.00    113.00    106.00     96.00     91.00     86.00    114.00    160.00    173.00
  242                 834.00   1357.00    703.00    431.00    316.00    293.00    255.00    256.00    252.00    361.00    387.00    449.00
  243                 809.00   1432.00    726.00    459.00    331.00    304.00    264.00    265.00    263.00    367.00    407.00    468.00
  244                9639.00  11710.00   6905.00   4647.00   3298.00   2374.00   1906.00   1725.00   1529.00   2755.00   4200.00   5215.00
  245                9994.00  12196.00   7325.00   5013.00   3584.00   2627.00   2131.00   1947.00   1764.00   3083.00   4531.00   5619.00
  246               10532.00  13052.00   8279.00   5824.00   4184.00   3213.00   2625.00   2419.00   2285.00   3708.00   5081.00   6249.00
  247                 218.00    246.00    227.00    152.00    102.00     78.00     67.00     58.00     50.00     87.00    147.00    175.00
  248                 227.00    256.00    236.00    159.00    106.00     82.00     69.00     61.00     52.00     89.00    153.00    181.00
  249                 295.00    396.00    230.00    179.00    115.00    146.00    117.00     94.00    107.00    276.00    158.00    116.00
  251                 353.00    313.00    187.00     94.00     70.00     65.00     45.00     37.00     31.00     40.00    101.00    261.00
  252                  70.00     93.00     79.00     60.00     46.00     48.00     42.00     39.00     35.00     45.00     63.00     66.00
  253                3536.00   2535.00   1664.00    817.00    473.00    310.00    212.00    133.00    129.00    241.00    707.00   1993.00
  254                 251.00     64.00     70.00     35.00     29.00     11.00      7.00      6.00     10.00      8.00    247.00    508.00
  255                 449.00    398.00     84.00     43.00     27.00     22.00     16.00     15.00     10.00     34.00    193.00    451.00
  257                7855.00   4971.00   3455.00   1656.00    865.00    473.00    320.00    214.00    209.00    387.00   1319.00   4474.00
  258                 526.00    438.00    100.00     51.00     32.00     23.00     16.00     15.00     10.00     35.00    212.00    572.00
  259                  70.00     93.00     79.00     60.00     46.00     48.00     42.00     39.00     35.00     45.00     63.00     66.00
  261                 243.00    276.00    255.00    173.00    114.00     88.00     75.00     65.00     56.00     94.00    164.00    194.00
  262                 317.00    180.00     69.00     58.00     49.00     25.00     22.00     20.00     17.00     60.00     97.00    100.00
  263                 388.00    449.00    125.00     87.00     68.00     45.00     34.00     27.00     23.00     85.00    224.00    270.00
  265                  54.00     91.00     39.00     29.00     22.00     14.00     11.00      9.00      7.00     17.00     37.00     45.00
  266               12137.00  14883.00  11101.00   9412.00   6703.00   5368.00   4444.00   3940.00   3813.00   8421.00   7852.00   7843.00
  267                 557.00    405.00    163.00    140.00    110.00     70.00     56.00     46.00     42.00    100.00    122.00    185.00
  269                 695.00   1097.00   1824.00   1999.00   2176.00   1386.00    958.00    787.00    627.00    601.00    896.00   1019.00
  270                2390.00   1924.00   1189.00    588.00    370.00    266.00    182.00    111.00    110.00    206.00    565.00   1416.00
  271               16010.00   9557.00   8444.00   5307.00   2577.00   1493.00   1077.00    814.00    748.00   1113.00   3195.00   7387.00
  273               12793.00   7461.00   5463.00   2666.00   1310.00    656.00    442.00    303.00    286.00    523.00   1886.00   6475.00
  274               18020.00  12444.00  11471.00   8050.00   3720.00   1576.00    989.00    671.00    588.00    873.00   2811.00   8162.00
  275               33858.00  27541.00  29674.00  24363.00  11023.00   4362.00   2645.00   1787.00   1503.00   1933.00   5612.00  13274.00
  276               13371.00  12746.00  15368.00  13772.00   6165.00   2352.00   1398.00    942.00    772.00    895.00   2365.00   4316.00
  277                 456.00    495.00    610.00    734.00    538.00    262.00    225.00    167.00    147.00    152.00    196.00    305.00
