dates;SE;S;NE;N
1974-02-01;60191.16;8956.26;10792.48;25969.85
1974-03-01;79425.9;9741.83;12700.25;33064.21
1974-04-01;69811.87;4599.24;18187.15;36703.79
1974-05-01;45028.81;4182.63;10295.86;33104.05
1974-06-01;36695.33;9947.08;5437.02;20303.82
1974-07-01;28376.66;7275.57;4225.15;8400.24
1974-08-01;21660.28;5177.81;3717.04;4676.23
1974-09-01;19017.73;8387.69;3277.08;3434.22
1974-10-01;22283.03;4201.46;3261.57;3341.56
1974-11-01;25443.97;6066.23;5688.84;4191.28
1974-12-01;42545.47;5031.36;7515.91;8061.34
1975-01-01;60372.75;6035.58;12635.51;13251.13
1975-02-01;60702.39;5848.31;12195.01;25416.96
1975-03-01;50438.67;5378.68;8438.83;25984.06
1975-04-01;47564.94;3513.89;7467.96;29613
1975-05-01;32685.19;2890.87;6376.89;25808.42
1975-06-01;24901.93;5784.66;3805.29;12973.23
1975-07-01;22973.34;4652.28;3822.31;6718.23
1975-08-01;17336.57;11106.4;2984.7;3994.59
1975-09-01;14144.31;17639.89;2472.33;2724.67
1975-10-01;25356.48;20531.33;2875.73;2246.75
1975-11-01;34902.82;9777.15;6846.78;3424.48
1975-12-01;51369.48;18193.6;8358.53;5912.99
1976-01-01;51095.43;12499.74;6170.47;10396.37
1976-02-01;61473.9;7446.02;6028.64;17313.08
1976-03-01;63949.72;8014.98;6371.26;22898.39
1976-04-01;51832.7;5854.13;5462.1;20732.28
1976-05-01;39413.3;7633.67;3174.93;15778.64
1976-06-01;39754.07;14758.96;3070.01;8539.61
1976-07-01;29951.23;8114.91;2463.47;4729.14
1976-08-01;28096.77;17131.46;2288.92;2683.33
1976-09-01;31626.63;10450.11;2642.99;1954.59
1976-10-01;33182.32;7044.08;4516.67;2755.48
1976-11-01;44382.44;11610.86;6489.52;4775.79
1976-12-01;65996.33;11399.47;13669.4;10186.59
1977-01-01;83873.93;10419.7;15082.24;16051.56
1977-02-01;84498.58;12307.36;18079.36;30522.52
1977-03-01;54640.13;8762.52;7068.38;28264.33
1977-04-01;58073.77;7890.5;6802.82;25241.15
1977-05-01;40140.9;3363.89;6103.72;27320.79
1977-06-01;33255.23;5965.11;4125.2;14486.19
1977-07-01;24743.88;8027.94;3536.22;7126.93
1977-08-01;18776.03;16086.01;2876.85;3743.08
1977-09-01;21371.82;6921.68;2714.27;2517.21
1977-10-01;22122.99;11201.51;3617.2;3270.08
1977-11-01;33635.79;10848.02;4182.22;5186.03
1977-12-01;58659.32;7641.98;8409.93;8624.51
1978-01-01;83180.61;4543.04;16865.51;27464.1
1978-02-01;61385.32;3227.78;16503.56;28009.68
1978-03-01;73724.31;3848.37;20506.34;38095.05
1978-04-01;50550.52;1783.95;12553.59;32460.3
1978-05-01;39300.58;1440.1;8525.9;26984.64
1978-06-01;34427.56;1839.12;6835.26;14469.2
1978-07-01;29287.19;6902.36;4681.74;7124.65
1978-08-01;21564.8;6248.18;4486.95;4641.6
1978-09-01;21654.33;8979.98;3623.03;3129.73
1978-10-01;20985.36;4515.22;4455.69;3150.86
1978-11-01;34338.91;8485.51;6159.24;3768.26
1978-12-01;55280.43;5658.21;11175.06;7711.01
1979-01-01;80434.28;3321.61;18865.1;19395.47
1979-02-01;105344.07;2172.06;29464.98;38368.02
1979-03-01;71905.89;3052.72;46140.1;37084.08
1979-04-01;56306.4;3844.76;23408.55;30008.88
1979-05-01;47254.41;15946.9;11383.8;19413.9
1979-06-01;34370.31;5785.94;8298.24;9319.67
1979-07-01;27275.39;7908.46;6761.51;5206.85
1979-08-01;24567.31;8199.22;5882.66;3610.77
1979-09-01;30153.08;8494.25;5845.05;3426.43
1979-10-01;27887.31;25846.37;6018.63;3491.17
1979-11-01;36496.47;19530.66;9542.46;4947.16
1979-12-01;47946.25;13850.64;9889.76;6627.88
1980-01-01;84953.78;7594.37;18583.89;17457.91
1980-02-01;105501.31;5621.95;30788.25;36858.34
1980-03-01;78633.67;9674.8;32618.02;46078.52
1980-04-01;67669.45;4635.36;13946.32;35357.43
1980-05-01;45794.25;6292.33;10912.28;18580
1980-06-01;36676.93;4275.02;7133.93;8808.25
1980-07-01;31975.87;10466.15;6592.46;5333.61
1980-08-01;24509.08;18043.93;5621.39;3653
1980-09-01;25725.22;17964.21;5001.14;2928.19
1980-10-01;25202.89;11875.62;5316.18;2962.35
1980-11-01;31207.53;11082.18;6664.17;4195.77
1980-12-01;59774.04;16015.48;13777.13;10816.5
1981-01-01;80899.6;13589.4;17401.16;22738.93
1981-02-01;60266.61;11454.25;15420.15;27666.68
1981-03-01;57863.02;4286.19;14634.88;21901.86
1981-04-01;54803.62;4155.8;18919.73;27574.83
1981-05-01;38840.87;3704.41;8916.24;16438.16
1981-06-01;33946.52;3955.71;6240.95;7750.23
1981-07-01;24188.55;3128.11;5082.24;4728.26
1981-08-01;19996.63;2745.7;4539.97;3308.98
1981-09-01;16347.76;6189.04;4201.48;2671.19
1981-10-01;29201.12;7317.74;5382.47;2535.24
1981-11-01;53212.4;7521.57;12686.58;5665.36
1981-12-01;71648.83;10693.5;18075.77;11217.03
1982-01-01;96978.78;4354.34;21089.01;22629.32
1982-02-01;88779.36;6253.29;23294.49;34549.42
1982-03-01;103366.24;4505.09;22179.2;33403
1982-04-01;80574.43;2386.58;20816.95;31849.02
1982-05-01;54329.41;2352.28;12345.67;24715.15
1982-06-01;49440.43;11688.73;8053.33;11648.86
1982-07-01;45282.14;23457.88;6326.31;5990.51
1982-08-01;31037.55;10660.85;5353.26;3804.71
1982-09-01;25271.65;6300.98;4898.88;2975.78
1982-10-01;37467.92;19695.65;5018.47;3596.47
1982-11-01;44960.17;33358.79;5048.26;3823.45
1982-12-01;68890.73;16308.86;5506.56;4587.7
1983-01-01;108843.76;10377.81;14580.04;10753.46
1983-02-01;132534.91;11125.69;22681.55;30220.14
1983-03-01;108185.52;18431.2;28072.61;27015.15
1983-04-01;87126.54;11652.39;21354.21;26685.25
1983-05-01;71847.03;33528.85;13973.15;12678.67
1983-06-01;89188.01;28589.11;8108.38;6233.26
1983-07-01;56668.75;69822.5;6307.86;3720.61
1983-08-01;38087.92;29490.95;5712.83;2780.98
1983-09-01;48340.99;17034.36;4494.21;2256.82
1983-10-01;53748.5;15029.5;5898.84;2555.29
1983-11-01;57877.84;11600.3;11256.44;4335.14
1983-12-01;79025.3;7430.15;17466.1;8952.13
1984-01-01;74626.28;6706.36;19119.3;13338.29
1984-02-01;60351.88;6270.37;9688.71;15835.86
1984-03-01;55554.21;5863.4;8398.98;19785.41
1984-04-01;60786.23;6538.21;12440.22;27589.78
1984-05-01;49681.61;11340.21;6333.07;23671.5
1984-06-01;33669.5;19182.77;4387.31;10239.5
1984-07-01;26093.37;14510.4;3877.25;4963.83
1984-08-01;23734.94;28608.44;3476.38;3019.38
1984-09-01;25126.7;12796.32;4178.42;2740.87
1984-10-01;23671.39;12471.2;4442.08;2647.7
1984-11-01;28603.81;12958.37;5486.57;4174.59
1984-12-01;52687.42;8891.44;11550.58;5536.89
1985-01-01;85466.97;3663.73;18526.18;16741.83
1985-02-01;85239.04;8910.91;24924.89;32310.2
1985-03-01;85574.71;6051.85;22036.3;31766.9
1985-04-01;66830.19;10447.23;21984.75;34377.85
1985-05-01;49866.44;7608.87;9908.75;28791.51
1985-06-01;36618;4435.55;6163.14;14405.45
1985-07-01;28947.7;5075.98;4911.13;6699.22
1985-08-01;23659.78;6374.02;4408.82;4034.64
1985-09-01;21921.67;7026.2;4219.72;2735.69
1985-10-01;21722.71;4099.61;5473;3305.67
1985-11-01;29153.94;4420.41;6915.57;5909.33
1985-12-01;38765.39;1442.18;11419.16;13729.25
1986-01-01;65407.59;2207.91;18665.06;31708.61
1986-02-01;65197.29;4867.74;22703.13;29840.88
1986-03-01;64093.81;4608.69;15522.02;31772.39
1986-04-01;49638.89;8178.72;7616.66;29115.11
1986-05-01;43886.2;7168.43;5651.46;21533.73
1986-06-01;32192.44;8134.56;4233.47;10442.97
1986-07-01;25550.76;4617.95;3917.01;5798.54
1986-08-01;26605.21;6397.94;3857.65;3496.71
1986-09-01;20961.23;8732.78;3653.88;2805.87
1986-10-01;20278.03;8814.02;3230.59;4151.17
1986-11-01;21276.59;10924.01;3746.04;6089.92
1986-12-01;48554.48;10004.98;5703.41;6913.28
1987-01-01;63870.99;10060.67;9699.94;11359.78
1987-02-01;71700.67;9720.83;7956.36;13097.01
1987-03-01;59400.84;3465.53;8200.71;24603.2
1987-04-01;51334.61;9114.21;9140.1;24093.98
1987-05-01;48430.8;28826.36;5583.61;14502.81
1987-06-01;39787.88;16680.69;3730.02;6548.74
1987-07-01;27430.93;13475.38;3420.13;3735.75
1987-08-01;20781.41;10638.25;2756.4;2493.67
1987-09-01;20704.5;7255.88;2694.86;1965.75
1987-10-01;23154.77;13570.69;3089.66;2203.28
1987-11-01;33444.02;6194.35;4522.23;2996.8
1987-12-01;57780.09;3783.74;10721.98;7679.23
1988-01-01;58375.14;4164.84;16111.01;14575.9
1988-02-01;71125.36;5450.55;10940.96;18319.39
1988-03-01;78374.92;4233.33;13596.26;28613.46
1988-04-01;60327.02;5167.18;10355.3;29100.86
1988-05-01;47893.19;19085.47;6468.47;24153.71
1988-06-01;40444.24;14336.32;3911.29;10951.86
1988-07-01;26521.07;5880.25;3328.14;5679.01
1988-08-01;20549.73;2576.99;3328.09;3317.49
1988-09-01;17334.75;8409.23;3195.14;2435.07
1988-10-01;22592.1;6307.63;3281.19;2506.48
1988-11-01;29067.34;4033;5132.92;4379.62
1988-12-01;38649.98;2845.51;8155.3;12706.9
1989-01-01;67924.67;9986.79;11170.44;20184.15
1989-02-01;74501.53;14814.64;7840.81;21577.89
1989-03-01;68907.14;7586.11;9518.19;27114.58
1989-04-01;49977.36;7588.99;6020.03;30113.63
1989-05-01;38425.41;12744.26;4207.66;22972.92
1989-06-01;29975.02;3671.02;3287.17;12969.1
1989-07-01;25807.34;8571.05;3234.04;7140.64
1989-08-01;28300.38;10933.44;3012.8;4163.09
1989-09-01;28872.49;29606.46;2822.13;3057.24
1989-10-01;22825.97;12077.44;3088.53;3004.21
1989-11-01;30708.07;5332.58;5345.14;6253.66
1989-12-01;68983.55;3290.69;20445.19;21022.4
1990-01-01;90815.11;17821.51;28011.29;34700.84
1990-02-01;54364.88;10640.51;12420.87;25090.84
1990-03-01;57407.28;6710.82;9666.98;31050.83
1990-04-01;45691.61;12525.44;6645.72;25973.13
1990-05-01;39095.57;13020.16;4255.44;16127.3
1990-06-01;30532.03;31654.07;3397.49;8418.56
1990-07-01;29475.53;14903.15;3490.48;5032.24
1990-08-01;25023.81;14622.62;3209.26;3401.96
1990-09-01;28268.32;20464.13;3232;2754.14
1990-10-01;29679.83;24175.18;3540.43;2834.76
1990-11-01;30344.21;17569.24;4449.89;3558.11
1990-12-01;33056.56;7448.13;5182.36;5374.38
1991-01-01;59931.18;3556.02;10416.36;13791.67
1991-02-01;80459.26;3748.77;15699.11;23483.11
1991-03-01;83652.85;2661.22;14311.34;25788.61
1991-04-01;83510.81;2970.72;15623.83;30955.14
1991-05-01;49747.17;2469.8;7778.1;26186.89
1991-06-01;36961.51;10352.36;4830.13;13799.01
1991-07-01;29683.86;7636.91;3854.19;6205.49
1991-08-01;23266.47;7717.97;3517.84;3904.66
1991-09-01;20127.16;2862.06;3289.44;2700.77
1991-10-01;29811.21;8436.7;4165.32;2612.08
1991-11-01;27935.76;7724.62;6194.09;3637.81
1991-12-01;42301.23;9281.3;9586.81;6740.52
1992-01-01;70731.35;5870.25;15159.99;11982.37
1992-02-01;98680.07;7271.44;29885.82;32594.23
1992-03-01;71246.75;8387.34;39188.22;27638.75
1992-04-01;65024.27;7365.16;13239.74;27102.53
1992-05-01;61984.04;25115.47;8654.24;16888.18
1992-06-01;43254.78;29083.72;5718.99;7337.71
1992-07-01;33484.09;21451.92;4626.81;3963.19
1992-08-01;26502.52;17399.61;4237.53;2742.92
1992-09-01;32896.52;12977.97;4252.77;2417.74
1992-10-01;39854.8;7870.11;5660.99;2778.6
1992-11-01;52827.5;8590.49;12678.92;4611.25
1992-12-01;63623.14;5302.88;16198.17;12320.28
1993-01-01;60118.17;5836.33;18028.56;17391.76
1993-02-01;84105.76;9534.98;13782.78;19824.64
1993-03-01;72909.24;8777.9;12504.34;25737.06
1993-04-01;63135.67;5948.24;7933.18;21562.06
1993-05-01;44226.07;12557.63;5705.49;15446.43
1993-06-01;38811.16;11646.86;4329.65;7036.71
1993-07-01;27556.22;19564.52;3785;3936.64
1993-08-01;23911.96;6250.95;3622.26;2640.84
1993-09-01;26170.82;12131.99;3234.22;2406.67
1993-10-01;32358.75;22779.05;3805.33;2644.23
1993-11-01;26186.21;6582.13;4027.51;3435.98
1993-12-01;43079.32;11016.55;5825.5;6097.36
1994-01-01;76329.17;4559.31;15056.29;19409.14
1994-02-01;65163.8;13825.17;14551.58;26607.31
1994-03-01;76139;7732.89;14927.32;33090.03
1994-04-01;57666.94;6939.93;15290.85;31128.35
1994-05-01;42144.81;11624.17;6883.77;21800.62
1994-06-01;34757.14;16101.22;4943.48;10851.08
1994-07-01;28218.14;19539.59;4211.83;6708.43
1994-08-01;21621.33;7196.18;3442.42;3790.04
1994-09-01;17017.31;4628.9;3414.65;2749.38
1994-10-01;18594.03;11029.37;2698.31;2648.67
1994-11-01;29138.19;12981.74;3048.19;2910.59
1994-12-01;44712.62;7323.29;9102.8;7538.02
1995-01-01;64745.33;25435.82;8964.3;18953.38
1995-02-01;97196.62;13049.78;8874.21;26376.7
1995-03-01;68112.21;7394.37;9289.34;27498.22
1995-04-01;62351.75;4342.13;8433.85;30263.47
1995-05-01;45733.42;2540.39;5572.65;28568.32
1995-06-01;31519.17;5216.4;4250.78;18040.88
1995-07-01;27727.58;12062.49;3317.1;7591.88
1995-08-01;20016.2;5969.75;2932.02;4135.84
1995-09-01;17504.06;7523.56;2339.85;2664.38
1995-10-01;27792.82;15068.04;2775.32;2417.47
1995-11-01;28110.84;5872.09;5074.87;3792.38
1995-12-01;40564.18;4258.85;9715.5;9620.58
1996-01-01;63824.3;12497.92;13771.75;18530.79
1996-02-01;52721.77;17121.07;7067.11;18927.56
1996-03-01;66471.32;13286.49;6486.49;24044.67
1996-04-01;49479.38;11440.32;5727;25037.75
1996-05-01;35227.77;3168.3;4012.31;22361.54
1996-06-01;26782.21;7908.66;3147.41;10284.81
1996-07-01;21837.64;14897.67;2639.86;5652.57
1996-08-01;18273.5;10531.48;2092.3;3524.03
1996-09-01;23324.22;13420.97;2042.93;2400.46
1996-10-01;24751.43;18419.62;2454.33;2595.9
1996-11-01;42214.11;11346.41;5105.23;4329.27
1996-12-01;52930.19;8903.54;10168.87;6660.8
1997-01-01;103052.81;10491.03;17725.94;15418.1
1997-02-01;86985.27;22913.54;14897.78;24825.39
1997-03-01;75549.57;9012.46;13817.24;30433.82
1997-04-01;63187.07;3004.83;13638.17;37007.87
1997-05-01;45851.06;3322.9;7943.41;29187.72
1997-06-01;48159.51;10136.32;5291.02;11359.73
1997-07-01;33603.81;12104.71;4069.93;5951.52
1997-08-01;24601.32;18325.53;3656.76;3635.18
1997-09-01;22599.38;8022.86;3212.88;2694.12
1997-10-01;27794.06;36531.26;3321.69;2603.38
1997-11-01;37328.76;34269.93;3875.15;2936.88
1997-12-01;57493.29;13150.09;9202.15;5242.06
1998-01-01;51577.61;15618.74;10315.86;9135.86
1998-02-01;63835.69;24168.4;9750.4;12609.68
1998-03-01;69249.48;19188.36;9536.27;18060.51
1998-04-01;57857.98;31425.02;4839.96;12612.35
1998-05-01;42879.61;22138.1;3608.42;8873.14
1998-06-01;31228.16;8636.16;2863;4503.58
1998-07-01;23747.14;13962.8;2497.37;2894.42
1998-08-01;24569.03;25098.15;2295.14;1705.54
1998-09-01;25092.25;26942.31;2048.68;1497.98
1998-10-01;36005.62;25897.16;2093.23;1501.94
1998-11-01;34316.54;7381.16;5867.2;3145.73
1998-12-01;48311.83;5804.44;9912.71;7534.23
1999-01-01;69747.12;5631.91;9321.19;13112.48
1999-02-01;63407.48;8587.98;5679.2;13622.4
1999-03-01;73300.23;5929.23;11690.68;21624.1
1999-04-01;46504.13;8834.05;7650.58;16924.55
1999-05-01;34671.93;4673.72;3943.29;16229.66
1999-06-01;29632.56;10111.08;2795.81;8188.81
1999-07-01;26175.96;20358.69;2388.18;4008.95
1999-08-01;17984.09;4941.26;2087;2443.27
1999-09-01;18426.81;5491.26;2332.29;1846.75
1999-10-01;15796.23;13516.96;1878.34;2039.92
1999-11-01;23052.78;5389.53;4859.34;3679.51
1999-12-01;37304.72;4053.59;10058.56;9403.84
2000-01-01;65047.85;5184.68;13130.36;22619.06
2000-02-01;79667.3;7143.22;15010.68;28130.17
2000-03-01;76604.87;8138.71;13499.24;33628.38
2000-04-01;50146.85;4456.68;11010.57;31222.23
2000-05-01;32817.43;4905.43;5493.44;22868.84
2000-06-01;26820.26;5527.28;3707.16;9259.57
2000-07-01;23329.71;11758.88;2925.21;5605.63
2000-08-01;21320.17;6573.89;3003.59;3547.92
2000-09-01;32559.62;26711.95;2783.48;2670.01
2000-10-01;20754.74;24981.55;2465.43;2931.59
2000-11-01;33502.43;7975.27;5280.77;5079.83
2000-12-01;52355.26;6367.3;11407.19;12803.57
2001-01-01;50777.14;13133.8;10216.13;18024.98
2001-02-01;53066.48;21065.51;5353.94;20289.26
2001-03-01;54253.46;11076.17;5349.21;25185.36
2001-04-01;42579.07;9078.09;4024.48;25399.34
2001-05-01;32355.47;12012.14;2642.69;14967.17
2001-06-01;27162.5;11160.92;2555.52;9114.07
2001-07-01;21341.42;14246.27;2072.17;5017.14
2001-08-01;17365.43;7989.28;1920.2;2883.48
2001-09-01;17593.71;9550.5;2028.95;2044.58
2001-10-01;24489.47;26486.33;2294.64;2287.36
2001-11-01;30796.71;7660.85;3595.04;3793.04
2001-12-01;48624.21;8531.64;6464.03;9505.77
2002-01-01;75286.61;7397.4;16829.08;27404.85
2002-02-01;83521.11;6055.52;14609.51;26995.24
2002-03-01;64034.03;4675.55;10668.57;22799.26
2002-04-01;43506.66;4166.83;6936.35;21795.44
2002-05-01;37425.08;9313.34;3355.72;12713.63
2002-06-01;27282.71;11206.4;2720.17;7126.28
2002-07-01;21947.72;7173.15;2581.85;3415.96
2002-08-01;18943.4;12113.74;2026.51;2138.31
2002-09-01;19596.6;14950.67;1586.29;1588.43
2002-10-01;15779.72;19026.01;2072.57;1734.68
2002-11-01;26487.66;17431.12;2831.81;2742.94
2002-12-01;41358.53;16790.1;5517.46;4112.27
2003-01-01;70078.25;7789.58;12269.41;7230.26
2003-02-01;74744.43;9201.04;13148.16;13351.08
2003-03-01;63071.37;8336.23;8006.15;23125.8
2003-04-01;57586.41;4078.62;7885.59;28146.72
2003-05-01;36279.14;4252.21;4145.58;16700.7
2003-06-01;29143.35;7666.58;3007.98;6884.05
2003-07-01;23075.11;7225.52;2648.71;4160.64
2003-08-01;17957.84;3198.33;2267.76;3339.8
2003-09-01;16979.98;2780.8;2071.59;1930.32
2003-10-01;18768.55;5771.56;1533.89;1860.39
2003-11-01;25453.54;7433.96;2497.02;3792.64
2003-12-01;40172.03;17129.42;4619.62;7096.44
2004-01-01;59038.43;8950.22;9666.96;13997.21
2004-02-01;86561.38;4520.67;14893.14;32102.19
2004-03-01;77087.22;3276.29;20164.49;37397.78
2004-04-01;61139.02;3943.49;15938.15;35184.25
2004-05-01;46981.82;8800.49;8502.73;22923.1
2004-06-01;39415.1;8235.36;4511.31;9837.34
2004-07-01;31709.89;12744.75;3911.04;5340.77
2004-08-01;22334.16;4553;3034.1;3385.13
2004-09-01;17426.86;8560.72;2716.35;2390.49
2004-10-01;24182.79;14468.95;2709.67;2334.95
2004-11-01;30324.58;12857.98;3202.06;3826.58
2004-12-01;47083.84;5903.49;5406.63;6240.65
2005-01-01;76677.49;5576.5;11832.74;11344.56
2005-02-01;70595.51;2932.94;14948.78;21880.63
2005-03-01;71199.33;2564.54;14561.53;31262.86
2005-04-01;49759.07;6252.8;12408.94;29159.6
2005-05-01;38694.88;14562.37;6703.86;21971.27
2005-06-01;33414.64;17194.43;4427.04;8941.77
2005-07-01;24571.53;9573.44;3571.03;4597.53
2005-08-01;18956.12;7810.27;2974.93;2504.98
2005-09-01;21203.2;27180.7;2904.39;1744.53
2005-10-01;25291.67;29841.09;2737.14;1830.58
2005-11-01;32804.69;12721.49;4062.12;2507.77
2005-12-01;64938.19;4236.26;13025.46;9116
2006-01-01;60305.73;4520.83;12940.31;18879.8
2006-02-01;64349.87;3944.28;6974.03;20512.95
2006-03-01;75358.94;3818.38;10607.78;25707.22
2006-04-01;67243.31;2899.05;13373.11;33755.63
2006-05-01;39463.16;1576.41;7079.88;30302.71
2006-06-01;29390.06;2299.65;3946.67;16013.7
2006-07-01;24395.74;3137.49;3249.54;6479.14
2006-08-01;19889.27;5161;3034.36;3473.92
2006-09-01;20466.08;5385.19;2913.32;2250
2006-10-01;29134.58;5079.04;3936.62;2614.87
2006-11-01;34730.12;7153.88;8529.42;5514.5
2006-12-01;65360.19;7424.1;12069.1;7339.63
2007-01-01;106626.77;6962.2;16845.71;10530.26
2007-02-01;105995.46;7316.64;21353.03;24872.17
2007-03-01;68042.53;9598.25;20496.71;29504.94
2007-04-01;50465.02;8575.52;7774.3;24068.42
2007-05-01;41272.14;19678.75;4634.08;14416.54
2007-06-01;32088.65;7732.41;3859.35;7157.09
2007-07-01;27846.99;12495.2;3034.79;3911.2
2007-08-01;21909.22;6580.2;2973.56;2501.29
2007-09-01;15240.24;8785.36;2224.85;1714.3
2007-10-01;15936.66;10128.42;1799.8;1591.64
2007-11-01;28836.77;14203.73;1899.21;1863.04
2007-12-01;39076.3;7601.09;4721.7;4475.48
2008-01-01;50723.48;7428.39;5809.3;8435.18
2008-02-01;80514;5084.56;11415.64;19166.71
2008-03-01;81907.53;4347.55;13448.26;27859.12
2008-04-01;69829.9;5907.2;14190.69;31031.03
2008-05-01;49568.14;9784.33;5893.85;25118.21
2008-06-01;36867.01;9799.85;3381.21;10654.73
2008-07-01;26215.56;6706.59;2786.11;4931.31
2008-08-01;26082.31;9289.81;2509.35;2921.46
2008-09-01;18916.66;8249.89;2001.88;2031.47
2008-10-01;23907.35;22098.92;2188.8;1963.66
2008-11-01;30586.87;19472.51;2698.7;2478.99
2008-12-01;44803.17;5001.43;7207.52;8493.6
2009-01-01;65257.31;5676.47;15934.13;14285.71
2009-02-01;77705.44;4980.93;14528.74;21400.51
2009-03-01;62494.89;4471.28;10524.38;26426.53
2009-04-01;64652.86;1850.57;13025.48;28264.16
2009-05-01;44150.63;2636.19;7824.72;32223.88
2009-06-01;34604.98;3883.34;4587.37;19562.62
2009-07-01;34447.86;12661.55;3698.16;7527.63
2009-08-01;28711.26;18780.7;2921.1;3744.24
2009-09-01;34913.76;30167.27;3000.09;2654.38
2009-10-01;40526.8;25262.4;4093.33;3017.33
2009-11-01;42912.63;14446.05;7832.02;5680.42
2009-12-01;71780.5;12002.81;7793.82;9856.67
2010-01-01;83916.43;16287.16;10262.22;18856.6
2010-02-01;74636.94;15145.79;5657.04;21878.03
2010-03-01;69798.58;9925.31;7864.55;21800.67
2010-04-01;59950.69;20327.82;8440.7;26521.3
2010-05-01;39130.56;23873.84;3861.28;14655.33
2010-06-01;28795.99;10902.69;3088;7175.57
2010-07-01;23680.53;11582.24;2478.89;3977.09
2010-08-01;18166.92;9253.9;2095.85;2728.88
2010-09-01;15639.65;6921.13;2021.34;1821.22
2010-10-01;23707.76;6897.66;2469.72;1782.47
2010-11-01;32334.85;5650.85;5192.83;3292.67
2010-12-01;49614.13;16668.69;9223.11;7028.05
2011-01-01;85471.55;12380.51;13137.84;16051.37
2011-02-01;63449.91;21215.64;9298.93;25363.64
2011-03-01;102590.71;12851.21;11513.4;32855.99
2011-04-01;72025.84;11387.34;15192.28;32614.94
2011-05-01;45028.13;6352.98;5887.96;26451.45
2011-06-01;34344.31;8372.41;3684.93;10752.7
2011-07-01;27910.84;22845.98;3150.78;5644
2011-08-01;26581.11;31233.33;2430.3;3195.81
2011-09-01;18385.19;25911.95;2180.54;2077.44
2011-10-01;27538.51;11649.87;2744.54;2455.52
2011-11-01;30468.4;7341.11;3927.04;6122.3
2011-12-01;50545.39;3928.56;10529.49;11513.24
2012-01-01;83777.12;6963.95;17083.66;23422.09
2012-02-01;62966.35;5634.08;15403.58;29190.3
2012-03-01;51940.23;4067.91;6437.32;28593.69
2012-04-01;44411.61;4031.46;6333.09;22522.87
2012-05-01;39941.85;5790.47;3723.27;13136.59
2012-06-01;45975.96;14955.65;3616.39;7518.97
2012-07-01;31762.65;10096.91;2739.62;4492.92
2012-08-01;20168.91;8118;2255;2485.88
2012-09-01;16647.6;4926.3;1962.33;1792.26
2012-10-01;17629.43;7630.46;1671.77;1738.2
2012-11-01;26799.06;4898.39;4407.42;3235.13
2012-12-01;34414.83;4622.01;6717.39;7813.1
2013-01-01;56977.12;9073.45;5007.06;11061.21
2013-02-01;68917.79;6992.57;10484.76;24557.43
2013-03-01;64061.95;12996.34;5334.8;24846.85
2013-04-01;66488.42;7769.01;8099.07;25792.12
2013-05-01;38608.05;5031.71;4428.39;21975.22
2013-06-01;44702.03;18909.36;3348.59;9929.52
2013-07-01;35673.53;16444.21;2549.59;5228.27
2013-08-01;21986.09;18303.47;2260.92;3207.34
2013-09-01;19583.39;17433.22;1845.63;2229.92
2013-10-01;27644.37;13697.29;2013.95;2168.07
2013-11-01;29855.9;6631.67;2615.24;4352.79
2013-12-01;49850.71;6590.57;8935.39;9424.44
2014-01-01;43913.26;10161.85;10864.18;17649.66
2014-02-01;42223.09;4864.74;4144.08;25847.36
2014-03-01;58348.32;11021.99;3957.29;31801.47
2014-04-01;53678.93;8066.21;5263.1;29448.27
2014-05-01;37008.66;11697.39;3274.94;22399.36
2014-06-01;35912.56;40670.77;2167.4;10949.57
2014-07-01;24959.32;16109.44;2290.96;5762.84
2014-08-01;18942.77;6438.29;2116.28;3233.92
2014-09-01;16914.91;12542.51;1985.79;2252.09
2014-10-01;16180.14;18495.3;1555.84;2199.4
2014-11-01;21767.15;8197.27;2534.41;3375.07
2014-12-01;42159.46;7638.54;6532.28;7327.64
2015-01-01;33950.96;15632.39;3918.94;10660.39
2015-02-01;49404.6;11653.82;4239;13851.57
2015-03-01;59811.13;7964.35;5659.67;20379.86
2015-04-01;51413.58;6978.17;6790.2;22856.95
2015-05-01;44048.84;6724.32;4283.1;21328.69
2015-06-01;33670.66;13767.18;2565.35;10232.81
2015-07-01;35477.52;28279.76;2001.36;4898.94
2015-08-01;20484.22;8140.4;1727.59;2699.13
2015-09-01;23391.68;13665.63;1379.02;1634.17
2015-10-01;22006;30730.4;1045.37;1472.48
2015-11-01;35151.28;18843.16;1054.5;1762.07
2015-12-01;46288.52;21594.22;3176.23;2145.56
2016-01-01;82002.14;14853.11;7341.84;6296.92
2016-02-01;61508.66;13803.96;13749.24;13304.96
2016-03-01;68135.26;14858.01;4836.23;13006.46
2016-04-01;40548.15;9638.27;2745.22;12791.87
2016-05-01;35366.12;10888.81;1672.38;7665.8
2016-06-01;38660.09;9780.36;1460.12;3680.09
2016-07-01;23191.57;10559.07;1250.1;2201.79
2016-08-01;21281.96;11448.44;1290.5;1274.63
2016-09-01;18762.83;8873.38;1151.36;1147.39
2016-10-01;20145.62;12421.87;1330.89;1355.69
2016-11-01;28052.24;6695.79;2075.97;2291.46
2016-12-01;38197.59;7414.9;5545.42;5350.3
2017-01-01;45148.19;11693.7;4106.31;9245.1
2017-02-01;51712.37;8462.84;4911.16;21694.33
2017-03-01;48288.8;5984.11;3512.97;25557.16
2017-04-01;40913.04;5446.59;2783.02;23024.62
